Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW620522,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,15476-A-Jun18-b,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 15476-A-Jun18-b attachment glycoprotein (G) gene, partial cds"
MW620523,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,15715-Jul19,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 15715-Jul19 attachment glycoprotein (G) gene, partial cds"
MW620524,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,15731-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 15731-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620525,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,15796-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 15796-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620526,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,15846-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 15846-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620527,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16060-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-06,,"Human respiratory syncytial virus A isolate 16060-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620528,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16061-A-Jun18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16061-A-Jun18_severe attachment glycoprotein (G) gene, partial cds"
MW620529,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16083-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16083-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620530,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16218-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 16218-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620531,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16276-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16276-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620532,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16379-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16379-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620533,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16382-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16382-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620534,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16415-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 16415-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620535,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,1643-Jan20,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2020-01,,"Human respiratory syncytial virus A isolate 1643-Jan20 attachment glycoprotein (G) gene, partial cds"
MW620536,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16503-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16503-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620537,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16614-Jul19,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 16614-Jul19 attachment glycoprotein (G) gene, partial cds"
MW620538,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16841-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 16841-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620539,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,16891-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 16891-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620540,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17218-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17218-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620541,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17398-A-Jun18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17398-A-Jun18_severe attachment glycoprotein (G) gene, partial cds"
MW620542,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17400-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17400-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620543,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17488-Jul19,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 17488-Jul19 attachment glycoprotein (G) gene, partial cds"
MW620544,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17556-A-Jun18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17556-A-Jun18_severe attachment glycoprotein (G) gene, partial cds"
MW620545,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17561-A-Jun18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17561-A-Jun18 attachment glycoprotein (G) gene, partial cds"
MW620546,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17627-Jul19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-07,,"Human respiratory syncytial virus A isolate 17627-Jul19-severe attachment glycoprotein (G) gene, partial cds"
MW620547,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,17716-A-Jun18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-06,,"Human respiratory syncytial virus A isolate 17716-A-Jun18_severe attachment glycoprotein (G) gene, partial cds"
MW620548,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18116-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 18116-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620549,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18176-A-Jul18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 18176-A-Jul18_severe attachment glycoprotein (G) gene, partial cds"
MW620550,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18217-Aug19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-08,,"Human respiratory syncytial virus A isolate 18217-Aug19-severe attachment glycoprotein (G) gene, partial cds"
MW620551,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18231-Aug19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-08,,"Human respiratory syncytial virus A isolate 18231-Aug19-severe attachment glycoprotein (G) gene, partial cds"
MW620552,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18244-Aug19-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2019-08,,"Human respiratory syncytial virus A isolate 18244-Aug19-severe attachment glycoprotein (G) gene, partial cds"
MW620553,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,1840-Jan20,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2020-01,,"Human respiratory syncytial virus A isolate 1840-Jan20 attachment glycoprotein (G) gene, partial cds"
MW620554,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18414-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 18414-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620555,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18846-A-Jul18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 18846-A-Jul18_severe attachment glycoprotein (G) gene, partial cds"
MW620556,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,18900-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 18900-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620557,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19099-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19099-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620558,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19270-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19270-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620559,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19517-A-Jul18_severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19517-A-Jul18_severe attachment glycoprotein (G) gene, partial cds"
MW620560,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19568-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19568-A-Jul18 attachment glycoprotein (G) gene, partial cds"
MW620561,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19790-A-Jul18-severe,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19790-A-Jul18-severe attachment glycoprotein (G) gene, partial cds"
MW620562,,"Anderson,J., Oeum,M., Verkolf,E., Licciardi,P.V., Mulholland,K., Nguyen,C., Chow,K., Waller,G., Costa,A.M., Daley,A., Crawford,N.W., Babl,F.E., Duke,T., Do,L.A.H., Wurzel,D., Mulholland,K.E., Costa,A.-M., Daley,A.J., Crawford,N., Babl,F.",2021-09-29T00:00:00Z,19804-A-Jul18,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),336,GenBank,partial,,,1,Australia: Melbourne,Australia,,Homo sapiens,,2018-07,,"Human respiratory syncytial virus A isolate 19804-A-Jul18 attachment glycoprotein (G) gene, partial cds"
